Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
668,20,RL,SawyerW,1Story,6,5,1994,1998,HdBoard,1408,1679,0,1679,1,Gd,7,2,575,Normal,193500
669,20,RL,Sawyer,1Story,5,6,1956,1987,CemntBd,1188,1437,0,1437,1,TA,6,2,576,Normal,168000
670,30,RL,Crawfor,1Story,4,5,1922,1950,MetalSd,700,1180,0,1180,0,Fa,5,1,252,Normal,137500
671,60,RL,CollgCr,2Story,6,5,2005,2005,VinylSd,738,738,738,1476,1,Gd,7,2,540,Normal,173500
672,70,RH,Edwards,2Story,6,6,1925,1950,Wd Sdng,672,697,672,1369,1,TA,6,1,300,Normal,103600
673,20,RL,Veenker,1Story,6,6,1977,1977,Plywood,1208,1208,0,1208,1,TA,6,2,546,Normal,165000
674,20,RL,Crawfor,1Story,6,7,1957,2004,CemntBd,1477,1839,0,1839,1,Gd,7,2,416,Normal,257500
675,20,RL,NAmes,1Story,6,6,1965,1965,HdBoard,1136,1136,0,1136,1,TA,5,1,384,Normal,140000
676,160,RL,NPkVill,2Story,6,6,1978,1978,Plywood,855,855,586,1441,0,TA,7,2,440,Normal,148500
677,70,RM,OldTown,2Story,4,2,1900,1950,AsbShng,1095,1095,679,1774,1,TA,8,3,779,Normal,87000
678,30,RL,OldTown,1Story,5,8,1924,2006,VinylSd,768,792,0,792,0,Gd,5,1,240,Normal,109500
679,20,RL,StoneBr,1Story,8,5,2008,2008,VinylSd,2046,2046,0,2046,0,Gd,7,3,834,Partial,372500
680,20,RL,Sawyer,1Story,5,5,1961,1961,Wd Sdng,988,988,0,988,1,TA,5,2,572,Normal,128500
681,120,RL,SawyerW,1Story,6,5,1980,1980,Plywood,923,923,0,923,0,TA,5,1,264,Normal,143000
682,50,RH,SWISU,1.5Fin,5,5,1932,2000,VinylSd,793,848,672,1520,0,TA,6,1,281,Abnorml,159434
683,120,RL,ClearCr,1Story,6,5,1996,1997,Wd Sdng,1291,1291,0,1291,1,Gd,6,2,431,Normal,173000
684,20,RL,CollgCr,1Story,9,5,2002,2002,VinylSd,1626,1668,0,1668,1,Gd,7,3,702,Normal,285000
685,60,RL,NoRidge,2Story,7,5,1998,1998,VinylSd,1195,1195,644,1839,0,TA,7,2,486,Normal,221000
686,160,RL,StoneBr,2Story,7,5,1984,1984,HdBoard,1190,1190,900,2090,1,Gd,6,2,577,Normal,207500
687,60,FV,Somerst,2Story,7,6,2007,2007,VinylSd,874,874,887,1761,0,Gd,7,2,578,Partial,227875
688,160,FV,Somerst,2Story,7,5,2004,2004,MetalSd,551,551,551,1102,0,Gd,4,2,480,Normal,148800
689,20,RL,StoneBr,1Story,8,6,2007,2007,MetalSd,1419,1419,0,1419,1,Gd,7,2,567,Partial,392000
690,120,RL,NridgHt,1Story,6,5,2005,2006,VinylSd,1362,1362,0,1362,0,Gd,6,2,460,Normal,194700
691,120,RM,CollgCr,1Story,6,5,2004,2004,VinylSd,848,848,0,848,1,Gd,3,2,420,Normal,141000
692,60,RL,NoRidge,2Story,10,6,1994,1995,HdBoard,2444,2444,1872,4316,0,Ex,10,3,832,Normal,755000
693,60,RL,Timber,2Story,7,5,1989,1990,MetalSd,1210,1238,1281,2519,1,Gd,9,2,628,Normal,335000
694,30,RL,OldTown,1Story,5,6,1921,1968,MetalSd,1073,1073,0,1073,0,TA,4,1,326,Abnorml,108480
695,50,RM,BrkSide,1.5Fin,5,6,1936,1950,Wd Sdng,927,1067,472,1539,0,TA,5,2,576,Normal,141500
696,20,RL,Timber,1Story,6,6,1987,1987,HdBoard,1112,1137,0,1137,1,Gd,5,2,551,Normal,176000
697,30,RM,BrkSide,1Story,5,7,1921,1950,Wd Sdng,616,616,0,616,0,TA,4,1,205,Normal,89000
698,20,RL,Edwards,1Story,5,7,1952,1952,Wd Sdng,980,1148,0,1148,0,TA,6,1,308,Normal,123500
699,20,RL,Sawyer,1Story,5,8,1965,2009,MetalSd,894,894,0,894,1,TA,5,1,336,Normal,138500
700,120,FV,Somerst,1Story,7,5,2004,2004,MetalSd,1391,1391,0,1391,0,Gd,5,2,530,Normal,196000
701,20,RL,Timber,1Story,8,5,2002,2002,VinylSd,1800,1800,0,1800,1,Gd,7,3,765,Normal,312500
702,20,RL,NWAmes,1Story,7,5,1969,1969,HdBoard,1164,1164,0,1164,0,TA,6,2,528,Normal,140000
703,60,RL,StoneBr,2Story,8,5,2006,2006,VinylSd,1234,1264,1312,2576,0,Ex,10,3,666,Partial,361919
704,190,RM,OldTown,2Story,5,9,1900,1996,Wd Sdng,360,1032,780,1812,0,Gd,8,2,672,Normal,140000
705,20,RL,CollgCr,1Story,7,5,2004,2005,VinylSd,1473,1484,0,1484,1,Gd,7,2,606,Normal,213000
706,190,RM,IDOTRR,2Story,4,5,1930,1950,VinylSd,0,372,720,1092,0,Fa,7,0,0,Normal,55000
707,20,RL,ClearCr,1Story,7,5,1971,2002,Plywood,1643,1824,0,1824,1,Gd,5,2,739,Normal,302000
708,120,RL,NridgHt,1Story,8,5,2006,2006,MetalSd,1324,1324,0,1324,1,Gd,6,2,550,Normal,254000
709,60,RL,Gilbert,2Story,7,5,2007,2007,VinylSd,728,728,728,1456,0,Gd,8,2,400,Partial,179540
710,20,RL,Sawyer,1Story,5,7,1966,1966,HdBoard,876,904,0,904,0,TA,6,1,408,Abnorml,109900
711,30,RL,BrkSide,1Story,3,6,1935,2003,VinylSd,270,729,0,729,0,TA,5,0,0,Normal,52000
712,50,C (all),IDOTRR,1.5Fin,4,7,1900,1950,MetalSd,859,859,319,1178,0,TA,7,1,384,Abnorml,102776
713,120,RL,StoneBr,1Story,8,5,1988,1989,HdBoard,1228,1228,0,1228,1,Gd,5,2,472,Normal,189000
714,190,RL,BrkSide,1Story,4,5,1970,1970,HdBoard,960,960,0,960,1,TA,6,2,576,Normal,129000
715,60,RL,Sawyer,2Story,6,8,1976,2005,HdBoard,725,725,754,1479,0,Gd,6,2,475,Normal,130500
716,20,RL,NWAmes,1Story,6,5,1974,1974,HdBoard,1064,1350,0,1350,0,TA,7,2,478,Normal,165000
717,70,RM,OldTown,2Story,7,8,1890,1998,Wd Sdng,718,1576,978,2554,0,TA,8,2,704,Normal,159500
718,20,RL,NWAmes,1Story,5,6,1973,2000,HdBoard,1176,1178,0,1178,0,Gd,5,2,439,Normal,157000
719,60,RL,NoRidge,2Story,7,5,1993,1994,Wd Sdng,1311,1325,1093,2418,1,Gd,9,3,983,Normal,341000
720,20,RL,CollgCr,1Story,5,6,1969,1969,HdBoard,971,971,0,971,0,TA,5,1,300,Normal,128500
721,120,RL,StoneBr,1Story,8,5,1985,1985,HdBoard,1742,1742,0,1742,1,Gd,5,2,564,Normal,275000
722,120,RM,CollgCr,1Story,6,5,2004,2004,VinylSd,848,848,0,848,1,Gd,3,2,420,Normal,143000
723,20,RL,NAmes,1Story,4,7,1970,1970,MetalSd,864,864,0,864,0,TA,5,2,463,Normal,124500
724,50,RL,Edwards,1.5Fin,4,6,1954,1972,MetalSd,941,997,473,1470,0,TA,7,1,548,Normal,135000
725,20,RL,Edwards,1Story,9,5,2007,2008,CemntBd,1698,1698,0,1698,1,Ex,8,3,768,Normal,320000
726,20,RL,NAmes,1Story,4,6,1970,1970,HdBoard,864,864,0,864,0,Gd,5,2,660,Normal,120500
727,20,RL,Crawfor,1Story,6,9,1988,2007,Wd Sdng,880,1680,0,1680,1,Gd,5,2,540,Normal,222000
728,20,RL,CollgCr,1Story,7,5,2007,2007,VinylSd,1232,1232,0,1232,1,Gd,6,2,632,Normal,194500
729,90,RL,NAmes,1Story,5,5,1958,1958,VinylSd,1584,1776,0,1776,1,TA,9,3,888,Abnorml,110000
730,30,RM,IDOTRR,1.5Fin,4,5,1925,1950,MetalSd,780,848,0,1208,0,TA,5,2,539,Normal,103000
731,120,RL,StoneBr,1Story,8,5,1995,1996,CemntBd,1595,1616,0,1616,1,Gd,5,2,608,Normal,236500
732,80,RL,Timber,SLvl,7,5,2003,2003,VinylSd,868,1146,0,1146,1,Gd,6,2,438,Normal,187500
733,60,RL,CollgCr,2Story,7,5,1998,1999,VinylSd,1153,1153,878,2031,0,Gd,8,2,541,Normal,222500
734,20,RL,Sawyer,1Story,5,6,1961,1983,HdBoard,864,1144,0,1144,1,TA,6,1,264,Normal,131400
735,20,RL,Sawyer,1Story,5,5,1968,1968,Plywood,948,948,0,948,0,TA,6,1,300,Family,108000
736,75,RM,OldTown,2.5Unf,7,7,1914,1970,Wd Sdng,880,880,888,1768,0,TA,6,2,320,Normal,163000
737,90,RL,NAmes,1Story,3,4,1950,1950,Stucco,0,1040,0,1040,0,TA,6,2,400,Normal,93500
738,60,RL,Gilbert,2Story,8,5,2005,2005,VinylSd,893,901,900,1801,0,Gd,8,3,800,Normal,239900
739,90,RL,Edwards,1Story,5,5,1987,1988,Plywood,1200,1200,0,1200,3,TA,5,0,0,Alloca,179000
740,60,RL,CollgCr,2Story,7,5,2004,2004,VinylSd,864,864,864,1728,0,Gd,7,2,572,Normal,190000
741,70,RM,OldTown,2Story,5,7,1910,2002,Wd Sdng,264,768,664,1432,0,TA,7,2,360,Abnorml,132000
742,20,RL,Sawyer,1Story,6,8,1961,1996,HdBoard,912,912,0,912,1,Gd,5,1,288,Normal,142000
743,20,RL,SawyerW,1Story,7,5,2000,2001,VinylSd,1349,1349,0,1349,0,TA,6,2,539,Normal,179000
744,80,RL,Sawyer,SLvl,5,6,1963,1999,HdBoard,520,1464,0,1464,0,TA,6,2,480,Normal,175000
745,120,RL,StoneBr,1Story,8,5,1993,1993,HdBoard,1337,1337,0,1337,1,Gd,5,2,462,Normal,180000
746,60,RL,NWAmes,2Story,8,9,1976,1996,VinylSd,1142,1175,1540,2715,0,Gd,11,2,831,Normal,299800
747,60,RL,Gilbert,2Story,7,5,2000,2000,VinylSd,952,980,1276,2256,0,Gd,8,2,554,Normal,236000
748,70,RM,OldTown,2Story,7,7,1880,2003,Stucco,1240,1320,1320,2640,0,Gd,8,4,864,Normal,265979
749,20,RL,NoRidge,1Story,7,5,1996,1996,VinylSd,1720,1720,0,1720,1,Gd,7,2,527,Normal,260400
750,50,RL,Edwards,1.5Fin,4,3,1945,1950,WdShing,0,1088,441,1529,0,TA,9,1,240,Normal,98000
751,50,RM,OldTown,1.5Fin,4,7,1910,2004,Wd Sdng,576,792,348,1140,0,TA,7,0,0,Normal,96500
752,60,RL,Gilbert,2Story,7,5,2003,2003,VinylSd,660,660,660,1320,0,Gd,6,2,400,Normal,162000
753,20,RL,CollgCr,1Story,6,5,1997,1997,VinylSd,1479,1494,0,1494,1,Gd,6,2,576,Normal,217000
754,60,RL,NridgHt,2Story,8,5,2005,2005,VinylSd,1030,1038,1060,2098,0,Ex,8,3,878,Normal,275500
755,20,RL,NAmes,1Story,6,8,1969,2005,Plywood,1026,1026,0,1026,1,Gd,5,2,440,Normal,156000
756,160,FV,Somerst,2Story,6,5,1999,1999,MetalSd,729,742,729,1471,0,TA,6,2,440,Normal,172500
757,60,RL,CollgCr,2Story,8,5,2007,2007,VinylSd,866,866,902,1768,0,Gd,7,2,578,Normal,212000
758,60,RL,Sawyer,2Story,6,5,1978,1978,HdBoard,672,672,714,1386,0,TA,6,2,440,Abnorml,158900
759,160,FV,Somerst,2Story,7,5,1999,1999,MetalSd,744,757,744,1501,0,TA,6,2,440,Normal,179400
760,60,RL,NoRidge,2Story,8,5,1995,1995,VinylSd,1318,1328,1203,2531,0,Gd,9,3,752,Normal,290000
761,20,RL,NAmes,1Story,6,6,1959,1959,Wd Sdng,864,864,0,864,0,TA,5,1,300,Normal,127500
762,30,RM,BrkSide,1Story,5,5,1924,1950,Wd Sdng,1145,1301,0,1301,0,Fa,5,2,440,Normal,100000
763,60,FV,Somerst,2Story,7,5,2009,2009,VinylSd,756,764,783,1547,0,Gd,7,2,614,Normal,215200
764,60,RL,NoRidge,2Story,8,5,1999,1999,VinylSd,1252,1268,1097,2365,1,Gd,8,3,856,Normal,337000
765,120,RL,Veenker,1Story,8,5,1995,1996,BrkFace,1494,1494,0,1494,1,Ex,6,2,481,Normal,270000
766,20,RL,Somerst,1Story,9,5,2008,2008,VinylSd,1498,1506,0,1506,0,Ex,6,2,592,Partial,264132
767,60,RL,NWAmes,2Story,7,5,1988,1988,HdBoard,980,980,734,1714,0,TA,7,2,496,Normal,196500
768,50,RL,Mitchel,1.5Fin,6,7,1940,1985,VinylSd,983,983,767,1750,1,TA,7,1,423,Normal,160000
769,20,RL,CollgCr,1Story,7,5,2004,2005,VinylSd,1860,1836,0,1836,0,Gd,8,2,484,Normal,216837
770,60,RL,StoneBr,2Story,8,5,2003,2003,CemntBd,1650,1690,1589,3279,1,Ex,12,3,841,Normal,538000
771,85,RL,Sawyer,SFoyer,5,5,1982,1982,Wd Sdng,858,858,0,858,1,TA,5,2,576,Normal,134900
772,20,RL,Edwards,1Story,4,5,1951,1951,Wd Sdng,836,1220,0,1220,0,TA,6,2,396,Normal,102000
773,80,RL,Edwards,SLvl,6,5,1976,1976,Plywood,1029,1117,0,1117,1,TA,6,2,672,Abnorml,107000
774,20,RL,NAmes,1Story,5,5,1958,1958,Wd Sdng,912,912,0,912,0,TA,5,1,275,Normal,114500
775,20,RL,NridgHt,1Story,8,5,2006,2006,VinylSd,1935,1973,0,1973,0,Gd,9,3,895,Partial,395000
776,120,RM,Mitchel,1Story,6,5,1998,1998,VinylSd,1204,1204,0,1204,1,TA,5,2,412,Normal,162000
777,20,RL,CollgCr,1Story,7,5,2005,2006,VinylSd,1614,1614,0,1614,0,Gd,7,3,865,Partial,221500
778,20,RL,Sawyer,1Story,5,5,1974,1974,HdBoard,864,894,0,894,1,TA,5,2,440,Normal,142500
779,90,RH,SawyerW,1Story,5,5,1977,1977,Plywood,0,2020,0,2020,0,TA,10,2,630,Normal,144000
780,90,RL,Mitchel,SFoyer,6,5,1977,1977,Plywood,975,1004,0,1004,1,TA,4,2,504,Normal,135000
781,20,RL,Gilbert,1Story,7,5,1995,1996,HdBoard,1237,1253,0,1253,0,TA,6,2,402,Normal,176000
782,60,RL,SawyerW,2Story,6,5,1992,1992,VinylSd,761,810,793,1603,0,Gd,7,2,484,Normal,175900
783,20,RL,CollgCr,1Story,7,5,2001,2002,VinylSd,1413,1430,0,1430,0,Gd,6,2,605,Normal,187100
784,85,RL,Mitchel,SFoyer,5,6,1978,1978,Plywood,1097,1110,0,1110,1,Gd,4,2,602,Normal,165500
785,75,RM,OldTown,2.5Unf,6,6,1914,2001,Wd Sdng,742,742,742,1484,0,TA,9,0,0,Normal,128000
786,20,RL,NWAmes,1Story,6,5,1967,1967,BrkFace,1372,1342,0,1342,0,TA,7,2,457,Normal,161500
787,50,RM,OldTown,1.5Fin,5,6,1915,1950,MetalSd,686,966,686,1652,1,TA,7,1,416,Normal,139000
788,60,RL,SawyerW,2Story,7,5,2004,2004,VinylSd,956,956,1128,2084,1,Gd,8,2,618,Normal,233000
789,20,RM,OldTown,1Story,4,7,1954,2000,MetalSd,901,901,0,901,0,TA,4,1,281,Normal,107900
790,60,RL,ClearCr,2Story,6,8,1966,2007,HdBoard,832,976,1111,2087,0,Gd,9,2,444,Normal,187500
791,120,RL,Blmngtn,1Story,7,5,2005,2006,VinylSd,1145,1145,0,1145,0,Gd,5,2,397,Normal,160200
792,80,RL,Mitchel,SLvl,6,5,1976,1976,HdBoard,1029,1062,0,1062,1,TA,5,2,539,Normal,146800
793,60,RL,NoRidge,2Story,7,5,1996,1997,MetalSd,1117,1127,886,2013,1,TA,8,2,455,Normal,269790
794,20,RL,Somerst,1Story,8,5,2007,2007,CemntBd,1496,1496,0,1496,0,Gd,7,2,474,Partial,225000
795,60,RL,Gilbert,2Story,7,5,1994,1996,MetalSd,712,1086,809,1895,0,Gd,7,2,409,Normal,194500
796,60,RL,SawyerW,2Story,6,6,1980,1981,HdBoard,650,888,676,1564,0,TA,7,2,476,Normal,171000
797,20,RL,Sawyer,1Story,6,5,1977,1977,Plywood,660,1285,0,1285,0,TA,7,2,528,Normal,143500
798,20,RL,NAmes,1Story,5,5,1953,1953,VinylSd,773,773,0,773,0,TA,4,1,240,Abnorml,110000
799,60,RL,NridgHt,2Story,9,5,2008,2009,VinylSd,1926,1966,1174,3140,0,Ex,11,3,820,Partial,485000
800,50,RL,SWISU,1.5Fin,5,7,1937,1950,Wd Sdng,731,981,787,1768,1,Gd,7,1,240,Normal,175000
801,60,RL,ClearCr,2Story,6,5,1997,1997,VinylSd,616,616,1072,1688,1,Gd,8,2,603,Normal,200000
802,30,RM,IDOTRR,1Story,4,7,1916,1990,MetalSd,1196,1196,0,1196,1,TA,5,2,440,Normal,109900
803,60,RL,CollgCr,2Story,7,5,2005,2005,WdShing,728,728,728,1456,1,Gd,7,2,410,Normal,189000
804,60,RL,NridgHt,2Story,9,5,2008,2009,VinylSd,1734,1734,1088,2822,0,Ex,12,3,1020,Partial,582933
805,20,RL,NAmes,1Story,5,5,1954,1954,Wd Sdng,936,1128,0,1128,0,TA,5,1,286,Family,118000
806,20,RL,Somerst,1Story,7,5,2008,2008,VinylSd,1417,1428,0,1428,0,Ex,6,2,554,Partial,227680
807,80,RL,NAmes,SLvl,5,5,1967,1967,VinylSd,980,980,0,980,0,TA,6,1,384,Normal,135500
808,70,RL,BrkSide,2Story,5,6,1923,2004,Wd Sdng,1324,1072,504,1576,2,Gd,6,2,528,Normal,223500
809,80,RL,NAmes,SLvl,5,5,1966,1966,VinylSd,1024,1086,0,1086,1,TA,6,2,484,Normal,159950
810,75,RM,OldTown,2.5Unf,5,5,1898,1965,AsbShng,849,1075,1063,2138,0,TA,11,2,360,Normal,106000
811,20,RL,NWAmes,1Story,6,6,1974,1999,HdBoard,1040,1309,0,1309,1,Gd,5,2,484,Normal,181000
812,120,RM,CollgCr,1Story,6,5,2004,2004,VinylSd,848,848,0,848,1,Gd,4,2,420,Normal,144500
813,20,C (all),IDOTRR,1Story,5,5,1952,1952,Wd Sdng,540,1044,0,1044,0,Fa,4,2,504,Alloca,55993
814,20,RL,NAmes,1Story,6,6,1958,1958,MetalSd,1442,1442,0,1442,0,TA,7,1,301,Normal,157900
815,50,RL,Edwards,1.5Fin,5,7,1918,1950,Stucco,686,686,564,1250,0,Fa,7,1,280,Normal,116000
816,20,RL,CollgCr,1Story,7,5,1998,1998,VinylSd,1649,1661,0,1661,0,Gd,6,2,598,Normal,224900
817,20,RL,NAmes,1Story,5,6,1954,1954,BrkFace,1008,1008,0,1008,0,TA,4,1,275,Normal,137000
818,20,RL,Mitchel,1Story,8,5,2002,2002,CemntBd,1568,1689,0,1689,1,Gd,7,3,857,Normal,271000
819,80,RL,ClearCr,SLvl,6,7,1971,1971,HdBoard,1010,1052,0,1052,1,TA,6,2,440,Normal,155000
820,120,RL,NridgHt,1Story,7,5,2009,2010,VinylSd,1358,1358,0,1358,1,Gd,6,2,484,Partial,224000
821,60,RL,CollgCr,2Story,7,5,2003,2003,VinylSd,798,798,842,1640,0,Gd,6,2,595,Normal,183000
822,20,RM,OldTown,1Story,4,4,1953,1953,MetalSd,936,936,0,936,0,TA,4,2,576,Normal,93000
823,60,RL,Gilbert,2Story,7,5,2003,2003,VinylSd,847,847,886,1733,0,Gd,7,2,433,Family,225000
824,50,RL,SWISU,1.5Fin,6,7,1940,1950,VinylSd,778,944,545,1489,0,TA,7,1,240,Normal,139500
825,20,FV,Somerst,1Story,8,5,2006,2006,VinylSd,1489,1489,0,1489,0,Gd,7,2,776,Partial,232600
826,20,RL,NridgHt,1Story,10,5,2007,2008,CemntBd,2078,2084,0,2084,1,Ex,7,3,1220,Partial,385000
827,45,RM,BrkSide,1.5Unf,5,6,1924,1950,MetalSd,784,784,0,784,1,Gd,5,0,0,Normal,109500
828,20,RL,SawyerW,1Story,7,5,2001,2001,VinylSd,1454,1434,0,1434,0,Gd,6,2,527,Normal,189000
829,60,RL,ClearCr,2Story,5,5,1967,1967,Plywood,1013,1160,966,2126,0,TA,7,2,538,Abnorml,185000
830,160,FV,Somerst,2Story,7,5,2005,2005,MetalSd,600,520,623,1223,0,Gd,4,2,480,Normal,147400
831,20,RL,NAmes,1Story,6,5,1957,1957,HdBoard,1392,1392,0,1392,1,TA,6,2,458,Normal,166000
832,160,FV,Somerst,2Story,7,5,2005,2005,MetalSd,600,520,600,1200,0,Gd,4,2,480,Normal,151000
833,60,RL,CollgCr,2Story,7,6,2003,2003,VinylSd,941,941,888,1829,1,Gd,7,2,613,Normal,237000
834,20,RL,NAmes,1Story,6,6,1964,1964,HdBoard,1516,1516,0,1516,0,TA,6,2,472,Normal,167000
835,20,RL,NAmes,1Story,5,6,1961,1961,VinylSd,1144,1144,0,1144,1,TA,6,2,456,Normal,139950
836,20,RL,Sawyer,1Story,4,7,1950,1995,VinylSd,1067,1067,0,1067,0,Gd,4,2,436,Normal,128000
837,30,RM,OldTown,1Story,5,6,1948,1973,VinylSd,1559,1559,0,1559,1,TA,5,2,812,Normal,153500
838,160,RM,BrDale,2Story,6,5,1973,1973,HdBoard,483,483,504,987,1,TA,5,1,264,Normal,100000
839,20,RL,CollgCr,1Story,5,6,1995,2006,VinylSd,1099,1099,0,1099,0,Gd,6,1,352,Normal,144000
840,50,RL,Edwards,1.5Fin,5,6,1946,1995,MetalSd,768,768,432,1200,0,TA,6,1,240,Normal,130500
841,70,RH,SWISU,2Story,6,8,1925,1950,Wd Sdng,672,810,672,1482,0,Fa,7,1,400,Normal,140000
842,70,RM,OldTown,2Story,5,8,1904,2002,MetalSd,650,958,581,1539,0,Gd,8,2,686,Normal,157500
843,80,RL,NAmes,SLvl,6,7,1966,1966,HdBoard,1127,1165,0,1165,1,TA,6,2,490,Normal,174900
844,90,RL,NAmes,1Story,5,4,1961,1961,BrkFace,1800,1800,0,1800,0,TA,10,0,0,Normal,141000
845,50,RM,OldTown,1.5Fin,5,8,1915,1950,Wd Sdng,876,876,540,1416,0,TA,7,3,720,Normal,153900
846,85,RL,Sawyer,SFoyer,5,5,1975,1981,HdBoard,1390,1701,0,1701,1,TA,6,2,611,Normal,171000
847,60,RL,SawyerW,2Story,7,5,1993,1993,HdBoard,740,1006,769,1775,1,Gd,7,2,425,Normal,213000
848,20,RL,CollgCr,1Story,5,6,1972,1972,HdBoard,864,864,0,864,1,TA,5,1,338,Normal,133500
849,50,RL,ClearCr,1.5Fin,6,8,1908,1997,Wd Sdng,907,1307,1051,2358,0,TA,10,2,360,Normal,240000
850,80,RL,Veenker,SLvl,6,7,1976,1994,Plywood,528,1094,761,1855,0,TA,7,2,512,Normal,187000
851,120,RM,CollgCr,1Story,6,5,2003,2003,VinylSd,848,848,0,848,1,Gd,3,2,420,Normal,131500
852,120,RL,Blmngtn,1Story,8,5,2003,2003,VinylSd,1273,1456,0,1456,0,Gd,7,2,400,Normal,215000
853,75,RL,Crawfor,2.5Unf,7,5,1941,1950,MetalSd,918,918,728,1646,0,TA,7,1,240,Normal,164000
854,80,RL,NAmes,SLvl,6,6,1964,1964,MetalSd,1127,1445,0,1445,0,TA,7,2,645,Normal,158000
855,20,RL,Sawyer,1Story,5,4,1955,1974,Wd Sdng,1763,1779,0,1779,1,TA,6,2,454,Abnorml,170000
856,20,RL,Sawyer,1Story,5,8,1962,2010,HdBoard,1040,1040,0,1040,1,TA,6,1,260,Normal,127000
857,80,RL,CollgCr,SLvl,6,6,1978,1978,Plywood,940,1026,0,1026,1,TA,5,2,576,Normal,147000
858,60,RL,Gilbert,2Story,6,5,1994,1995,HdBoard,702,702,779,1481,0,TA,6,2,343,Normal,174000
859,20,RL,NWAmes,1Story,7,5,1976,1976,HdBoard,1090,1370,0,1370,0,TA,6,2,479,Family,152000
860,60,RL,NWAmes,2Story,6,7,1968,1984,HdBoard,1054,1512,1142,2654,1,Gd,9,2,619,Normal,250000
861,50,RL,Crawfor,1.5Fin,7,8,1918,1998,Wd Sdng,912,912,514,1426,0,Gd,7,1,216,Normal,189950
862,190,RL,Sawyer,1Story,5,4,1965,1965,Plywood,1039,1039,0,1039,1,TA,6,2,504,Normal,131500
863,20,RL,SawyerW,1Story,6,5,1984,1985,HdBoard,1040,1097,0,1097,0,TA,6,2,480,Normal,152000
864,20,RL,NAmes,1Story,5,5,1959,1959,BrkFace,1148,1148,0,1148,1,TA,6,1,672,Normal,132500
865,20,FV,Somerst,1Story,7,5,2007,2008,VinylSd,1372,1372,0,1372,0,Gd,6,2,529,Partial,250580
866,20,RL,NAmes,1Story,5,6,1970,1970,MetalSd,1002,1002,0,1002,1,TA,5,2,902,Normal,148500
867,20,RL,Timber,1Story,8,5,2006,2007,VinylSd,1638,1646,0,1646,0,Gd,6,3,870,Partial,248900
868,20,RL,Sawyer,1Story,4,5,1961,1961,VinylSd,1040,1120,0,1120,1,Fa,5,2,544,Normal,129000
869,60,RL,Gilbert,2Story,5,6,1948,1950,Plywood,0,1547,720,2320,0,TA,7,2,672,Normal,169000
870,60,RL,SawyerW,2Story,7,5,1993,1994,MetalSd,1050,1062,887,1949,1,Gd,8,2,574,Normal,236000
871,20,RL,NAmes,1Story,5,5,1962,1962,MetalSd,894,894,0,894,0,TA,5,1,308,Normal,109500
872,60,RL,CollgCr,2Story,6,5,1998,1998,VinylSd,804,804,878,1682,0,Gd,7,2,523,Normal,200500
873,20,RL,NAmes,1Story,5,7,1953,1996,WdShing,105,910,0,910,0,Gd,5,2,414,Normal,116000
874,40,RL,NAmes,1Story,5,7,1949,1950,HdBoard,832,1036,0,1268,0,TA,6,1,288,Normal,133000
875,50,RM,OldTown,1.5Fin,5,6,1941,1950,Wd Sdng,676,676,455,1131,0,TA,5,1,200,Abnorml,66500
876,60,FV,Somerst,2Story,8,5,2007,2007,CemntBd,1184,1184,1426,2610,0,Ex,11,2,550,Partial,303477
877,20,RL,Mitchel,1Story,4,5,1963,1963,HdBoard,1064,1040,0,1040,1,TA,5,2,648,Normal,132250
878,60,RL,NridgHt,2Story,9,5,2004,2005,VinylSd,1462,1462,762,2224,1,Ex,10,3,738,Normal,350000
879,85,RL,Sawyer,SFoyer,5,7,1961,1995,HdBoard,1109,1155,0,1155,1,Gd,6,2,576,Normal,148000
880,20,RL,CollgCr,1Story,5,8,1978,2005,VinylSd,864,864,0,864,1,TA,6,1,336,Normal,136500
881,20,RL,Edwards,1Story,5,5,2005,2006,VinylSd,1090,1090,0,1090,1,TA,5,2,450,Normal,157000
882,50,RL,Timber,1.5Fin,7,5,1990,1991,HdBoard,1156,1187,530,1717,0,Gd,7,2,400,Normal,187500
883,60,RL,Gilbert,2Story,6,5,1992,1993,VinylSd,808,808,785,1593,0,TA,7,2,389,Normal,178000
884,75,RL,SWISU,2.5Fin,4,5,1912,1950,Wd Sdng,795,954,795,2230,1,TA,10,1,440,Normal,118500
885,20,RL,NAmes,1Story,5,5,1967,1967,HdBoard,892,892,0,892,0,TA,5,1,288,Normal,100000
886,120,FV,Somerst,1Story,9,5,1999,2000,MetalSd,1698,1709,0,1709,1,Gd,5,2,506,Abnorml,328900
887,90,RL,NAmes,1Story,5,5,1959,2005,MetalSd,1626,1712,0,1712,0,TA,8,2,588,Family,145000
888,50,RL,Edwards,1.5Fin,5,7,1955,1955,MetalSd,816,872,521,1393,0,TA,8,1,300,Normal,135500
889,20,RL,NAmes,1Story,8,6,1970,1970,Wd Sdng,2217,2217,0,2217,1,Gd,8,2,621,Normal,268000
890,20,RL,NAmes,1Story,6,4,1953,1953,Wd Sdng,1505,1505,0,1505,1,TA,6,2,505,Normal,149500
